latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
52.16272,10.41931,303.13,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.41,1.24,N
52.16264,10.42609,296.1,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,282.41,1.24,N
52.15703,10.40572,338.34,0.46,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.73,4.74,N
52.15717,10.39236,297.37,0.46,0.63,2025-06-28,0022,N21,nominal,2.0NRT,284.59,3.53,N
52.1571,10.39902,295.8,0.46,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.39,3.53,N
52.15696,10.41243,298.27,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.01,4.74,N
52.15126,10.3989,336.5,0.46,0.63,2025-06-28,0022,N21,nominal,2.0NRT,284.03,3.53,N
52.16329,10.41993,300.31,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.16,2.26,N
52.16319,10.42669,298.29,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,282.79,1.26,N
52.15767,10.40639,334.73,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.95,4.88,N
52.15787,10.39303,298.23,0.46,0.63,2025-06-28,0022,N21,nominal,2.0NRT,284.81,4.05,N
52.15776,10.39971,303.04,0.46,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.34,4.88,N
52.15757,10.41308,305.96,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,283.14,2.98,N
52.15193,10.39962,338.83,0.46,0.63,2025-06-28,0022,N21,nominal,2.0NRT,284.35,4.88,N
51.68783,15.98097,329.6,0.52,0.5,2025-06-28,0022,N21,nominal,2.0NRT,277.85,6.18,N
51.76768,8.05291,301.24,0.57,0.69,2025-06-28,0022,N21,nominal,2.0NRT,284.03,1.42,N
50.92925,21.67273,308.71,0.46,0.39,2025-06-28,0022,N21,nominal,2.0NRT,286.04,1.12,N
50.93081,21.67854,307.2,0.46,0.39,2025-06-28,0022,N21,nominal,2.0NRT,285.47,1.53,N
50.94554,21.45313,303.52,0.47,0.4,2025-06-28,0022,N21,nominal,2.0NRT,285.08,0.96,N
51.49545,6.731,297.1,0.66,0.73,2025-06-28,0022,N21,nominal,2.0NRT,284.74,2.04,N
51.48872,6.73131,301.44,0.66,0.73,2025-06-28,0022,N21,nominal,2.0NRT,285.18,2.04,N
51.48152,6.70305,304.58,0.66,0.73,2025-06-28,0022,N21,nominal,2.0NRT,285.06,2.53,N
51.48168,6.71262,307.04,0.66,0.73,2025-06-28,0022,N21,nominal,2.0NRT,284.72,2.53,N
48.62793,33.27824,310.35,0.39,0.44,2025-06-28,0022,N21,nominal,2.0NRT,287.43,0.98,N
51.27197,11.65732,297.15,0.4,0.6,2025-06-28,0022,N21,nominal,2.0NRT,283.15,1.04,N
50.41581,18.14258,295.99,0.41,0.45,2025-06-28,0022,N21,nominal,2.0NRT,269.15,0.82,N
50.76671,5.66939,297.9,0.73,0.76,2025-06-28,0022,N21,nominal,2.0NRT,284.55,2.75,N
50.40907,11.33768,300.22,0.41,0.6,2025-06-28,0022,N21,nominal,2.0NRT,281.37,0.74,N
49.95293,9.7682,305.21,0.47,0.64,2025-06-28,0022,N21,nominal,2.0NRT,285.95,1.26,N
49.35496,6.74961,301.64,0.65,0.73,2025-06-28,0022,N21,nominal,2.0NRT,285.05,3.24,N
49.2742,12.75288,295.16,0.34,0.56,2025-06-28,0022,N21,nominal,2.0NRT,283.09,0.2,N
49.3589,6.74683,307.54,0.65,0.73,2025-06-28,0022,N21,nominal,2.0NRT,285.73,2.11,N
49.17951,12.50823,295.09,0.35,0.57,2025-06-28,0022,N21,nominal,2.0NRT,283.66,0.39,N
49.12892,10.70188,300.8,0.43,0.62,2025-06-28,0022,N21,nominal,2.0NRT,285.28,0.88,N
49.12664,10.7012,298.8,0.43,0.62,2025-06-28,0022,N21,nominal,2.0NRT,285.52,0.67,N
48.254,20.35052,309.47,0.47,0.4,2025-06-28,0022,N21,nominal,2.0NRT,288.61,1.12,N
46.52238,30.69459,327.94,0.52,0.41,2025-06-28,0022,N21,nominal,2.0NRT,284.74,4.51,N
46.52376,30.68808,307.94,0.52,0.41,2025-06-28,0022,N21,nominal,2.0NRT,282.43,2.52,N
46.51873,30.69294,313.34,0.52,0.41,2025-06-28,0022,N21,nominal,2.0NRT,284.97,2.31,N
48.7607,9.59287,303.62,0.48,0.65,2025-06-28,0022,N21,nominal,2.0NRT,285.48,0.73,N
48.55468,14.46966,301.48,0.56,0.52,2025-06-28,0022,N21,nominal,2.0NRT,284.72,1.45,N
48.55393,14.46839,297.37,0.56,0.52,2025-06-28,0022,N21,nominal,2.0NRT,284.17,1.02,N
48.65208,10.16225,298.93,0.45,0.63,2025-06-28,0022,N21,nominal,2.0NRT,285.4,0.61,N
48.62447,9.74357,315.26,0.47,0.64,2025-06-28,0022,N21,nominal,2.0NRT,284.29,1.95,N
48.60866,6.10982,300.29,0.69,0.75,2025-06-28,0022,N21,nominal,2.0NRT,285.98,1.47,N
48.62049,9.74328,318.89,0.47,0.64,2025-06-28,0022,N21,nominal,2.0NRT,284.6,2.42,N
48.33519,9.72909,298.26,0.47,0.64,2025-06-28,0022,N21,nominal,2.0NRT,284.47,1.7,N
47.98653,16.60559,297.43,0.44,0.46,2025-06-28,0022,N21,nominal,2.0NRT,286.35,1.18,N
47.98347,16.60411,298.76,0.44,0.46,2025-06-28,0022,N21,nominal,2.0NRT,286.99,1.06,N
48.33117,9.72855,296.13,0.47,0.64,2025-06-28,0022,N21,nominal,2.0NRT,284.74,1.16,N
48.33102,9.7354,295.26,0.47,0.64,2025-06-28,0022,N21,nominal,2.0NRT,284.47,1.22,N
44.77323,33.85889,312.89,0.51,0.5,2025-06-28,0022,N21,nominal,2.0NRT,285.85,1.58,N
45.25965,31.67364,343.43,0.4,0.44,2025-06-28,0022,N21,nominal,2.0NRT,290.7,5.66,N
45.25576,31.67185,349.45,0.4,0.44,2025-06-28,0022,N21,nominal,2.0NRT,290.89,7.5,N
45.37308,30.93152,313.17,0.56,0.43,2025-06-28,0022,N21,nominal,2.0NRT,290.57,2.44,N
47.84591,7.21947,295.71,0.61,0.71,2025-06-28,0022,N21,nominal,2.0NRT,283.11,0.49,N
45.35495,30.90107,331.82,0.55,0.43,2025-06-28,0022,N21,nominal,2.0NRT,290.82,5.47,N
47.07219,8.26768,300.26,0.54,0.68,2025-06-28,0024,N21,nominal,2.0NRT,285.95,1.42,N
47.08073,6.24598,297.16,0.68,0.74,2025-06-28,0024,N21,nominal,2.0NRT,281.03,0.68,N
47.06832,8.26811,301.06,0.54,0.68,2025-06-28,0024,N21,nominal,2.0NRT,285.41,1.42,N
46.92785,5.43372,299.08,0.74,0.76,2025-06-28,0024,N21,nominal,2.0NRT,286.46,2.33,N
46.92799,5.44354,304.97,0.74,0.76,2025-06-28,0024,N21,nominal,2.0NRT,286.43,2.74,N
46.06635,13.6274,305.34,0.59,0.52,2025-06-28,0024,N21,nominal,2.0NRT,288.32,1.91,N
46.06742,13.62655,305.76,0.58,0.52,2025-06-28,0024,N21,nominal,2.0NRT,288.32,1.79,N
45.68383,9.46338,305.41,0.47,0.64,2025-06-28,0024,N21,nominal,2.0NRT,292.41,1.24,N
45.51061,10.243,315,0.43,0.62,2025-06-28,0024,N21,nominal,2.0NRT,292.28,2.19,N
45.47741,10.21318,310.21,0.43,0.62,2025-06-28,0024,N21,nominal,2.0NRT,290.96,2.45,N
45.45876,10.45648,310.08,0.42,0.61,2025-06-28,0024,N21,nominal,2.0NRT,292.38,2.03,N
45.4806,10.20936,311.59,0.43,0.62,2025-06-28,0024,N21,nominal,2.0NRT,291.71,2.48,N
45.46045,10.4579,308.91,0.41,0.61,2025-06-28,0024,N21,nominal,2.0NRT,292.02,1.95,N
45.42839,11.00179,303.17,0.39,0.59,2025-06-28,0024,N21,nominal,2.0NRT,291.2,0.54,N
45.38068,11.94942,306.53,0.35,0.57,2025-06-28,0024,N21,nominal,2.0NRT,292.48,1.87,N
56.78147,2.10663,300.63,0.39,0.37,2025-06-28,0202,N21,nominal,2.0NRT,285.68,0.43,N
56.27459,3.39381,313.63,0.38,0.36,2025-06-28,0202,N21,nominal,2.0NRT,286,1.39,N
53.8754,9.58773,300.92,0.51,0.41,2025-06-28,0202,N21,nominal,2.0NRT,285.27,0.99,N
53.52359,9.90049,306.08,0.53,0.42,2025-06-28,0202,N21,nominal,2.0NRT,285.52,1.86,N
53.5219,9.908,306.8,0.53,0.42,2025-06-28,0202,N21,nominal,2.0NRT,284.97,1.48,N
52.49008,13.83773,299.31,0.52,0.5,2025-06-28,0202,N21,nominal,2.0NRT,284.34,1.17,N
51.68645,15.97779,322.77,0.34,0.56,2025-06-28,0202,N21,nominal,2.0NRT,284.49,2.78,N
51.68514,15.98219,308.09,0.34,0.56,2025-06-28,0202,N21,nominal,2.0NRT,283.54,2.79,N
50.32822,19.28727,295.49,0.5,0.66,2025-06-28,0202,N21,nominal,2.0NRT,275.53,1.55,N
51.81747,14.41465,306.29,0.58,0.52,2025-06-28,0202,N21,nominal,2.0NRT,283.78,2.6,N
51.81533,14.42231,315.27,0.58,0.52,2025-06-28,0202,N21,nominal,2.0NRT,282.72,2.24,N
53.14034,8.67997,315.49,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,286.35,2.44,N
53.13832,8.67087,303.24,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,285.14,1.53,N
53.13682,8.67785,302.64,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,285.85,1.53,N
53.1333,8.67574,310.36,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,285.85,1.53,N
53.13179,8.68273,317.22,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,285.89,2.86,N
53.12977,8.67362,303.33,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,285.2,1.15,N
53.12322,8.68551,297.26,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,286.54,1.75,N
51.17758,16.11343,297.33,0.35,0.57,2025-06-28,0202,N21,nominal,2.0NRT,276.81,0.42,N
52.16505,10.42716,303.96,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,284.87,0.97,N
52.16254,10.41932,324.66,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,287.01,2.1,N
52.16003,10.41147,296.65,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,285.31,1.6,N
52.15874,10.41691,307.39,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,285.72,2.1,N
52.15753,10.40361,336.48,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,286.47,5,N
52.15882,10.39817,298.82,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,286.38,1.59,N
52.15623,10.40905,318.72,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,285.7,5,N
52.15374,10.40119,335.49,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,287.61,5,N
52.14994,10.39876,320.72,0.4,0.44,2025-06-28,0202,N21,nominal,2.0NRT,285.37,2.71,N
51.81263,11.7538,299.56,0.45,0.47,2025-06-28,0202,N21,nominal,2.0NRT,284.69,0.72,N
52.56085,7.30337,300.19,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,288.1,0.92,N
53.77654,-0.02679,299.41,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,289.29,0.38,N
52.46618,7.31596,323.35,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,287.04,2.69,N
53.64836,-0.25322,334.75,0.41,0.37,2025-06-28,0202,N21,nominal,2.0NRT,289.81,3.84,N
52.20972,8.04683,313.95,0.49,0.41,2025-06-28,0202,N21,nominal,2.0NRT,286.94,2.3,N
53.63343,-0.24617,316.49,0.41,0.37,2025-06-28,0202,N21,nominal,2.0NRT,294.24,2.78,N
51.36146,10.48314,297.5,0.42,0.45,2025-06-28,0202,N21,nominal,2.0NRT,284.5,1.16,N
52.4931,4.62282,301.48,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,288.46,0.68,N
52.49191,4.60973,334.06,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,290.84,5.25,N
52.49087,4.61548,308.95,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,289.64,2.55,N
52.48642,4.60079,325.26,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,288.45,3.18,N
52.48523,4.58772,310.56,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,288,1.52,N
52.48419,4.59346,315.99,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,288.85,1.52,N
52.47869,4.58455,298.18,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,287.54,1.16,N
52.47662,4.59602,299.81,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,288.97,0.86,N
52.47349,4.61327,304.91,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,289.53,1.28,N
52.47543,4.58297,341.42,0.4,0.37,2025-06-28,0202,N21,nominal,2.0NRT,289.89,9.96,N
51.76477,8.05894,298.08,0.5,0.41,2025-06-28,0202,N21,nominal,2.0NRT,286.64,0.62,N
53.34013,-1.75563,305.95,0.43,0.38,2025-06-28,0202,N21,nominal,2.0NRT,289.17,1.43,N
53.33936,-1.74931,299.14,0.43,0.38,2025-06-28,0202,N21,nominal,2.0NRT,288.52,1.31,N
51.50533,6.73792,301.17,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,290.58,1.16,N
51.49973,6.72788,301.43,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,290.53,1.31,N
51.4971,6.74065,312.42,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,290,2.15,N
51.49364,6.73882,326.8,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,290.33,2.15,N
51.49019,6.73699,328.68,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,289.75,4.34,N
51.48724,6.71412,326.41,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,289.84,3.25,N
51.4851,6.7059,344.68,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,291.83,8.6,N
51.48246,6.7187,331.17,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,289.69,3.25,N
51.48378,6.71229,316.57,0.46,0.39,2025-06-28,0202,N21,nominal,2.0NRT,289.32,3.25,N
50.40696,11.34043,295.27,0.48,0.48,2025-06-28,0202,N21,nominal,2.0NRT,281.24,0.66,N
51.46203,6.74337,324.1,0.47,0.39,2025-06-28,0202,N21,nominal,2.0NRT,288.7,2.38,N
51.4599,6.73515,327.36,0.47,0.39,2025-06-28,0202,N21,nominal,2.0NRT,289.07,2.5,N
51.36798,6.7074,304.23,0.47,0.39,2025-06-28,0202,N21,nominal,2.0NRT,289.93,1.14,N
51.29651,7.0135,307.84,0.48,0.4,2025-06-28,0202,N21,nominal,2.0NRT,288.3,1.62,N
50.87532,6.92258,300.54,0.48,0.4,2025-06-28,0204,N21,nominal,2.0NRT,287.42,0.98,N
51.2654,4.32403,300.97,0.41,0.37,2025-06-28,0204,N21,nominal,2.0NRT,290.52,0.53,N
51.25567,4.33798,307.59,0.41,0.37,2025-06-28,0204,N21,nominal,2.0NRT,292.4,0.93,N
49.76801,11.02305,296.53,0.49,0.48,2025-06-28,0204,N21,nominal,2.0NRT,284.73,0.82,N
49.76816,11.0223,297.95,0.49,0.48,2025-06-28,0204,N21,nominal,2.0NRT,284.86,1.02,N
51.17507,3.81002,340.7,0.4,0.37,2025-06-28,0204,N21,nominal,2.0NRT,292.25,5.81,N
51.1728,3.80295,327.54,0.4,0.37,2025-06-28,0204,N21,nominal,2.0NRT,290.48,4.92,N
51.1718,3.80852,347.97,0.4,0.37,2025-06-28,0204,N21,nominal,2.0NRT,293.06,4.92,N
51.16853,3.80703,320.77,0.4,0.37,2025-06-28,0204,N21,nominal,2.0NRT,290.63,4.92,N
51.16752,3.81261,337.85,0.4,0.37,2025-06-28,0204,N21,nominal,2.0NRT,290.33,6.56,N
51.06891,4.35315,300.78,0.41,0.37,2025-06-28,0204,N21,nominal,2.0NRT,288.27,0.25,N
51.16525,3.80554,304.69,0.4,0.37,2025-06-28,0204,N21,nominal,2.0NRT,288.62,0.8,N
50.76339,5.67342,315.79,0.45,0.39,2025-06-28,0204,N21,nominal,2.0NRT,290.55,1.72,N
50.57192,5.37219,304.72,0.44,0.38,2025-06-28,0204,N21,nominal,2.0NRT,288.83,1.49,N
51.04833,2.31601,307.5,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,288.87,1.16,N
51.046,2.30928,299.17,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,288.27,0.47,N
51.04457,2.29716,327.81,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,290.17,2.42,N
51.04367,2.30254,313.64,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,289.14,1.04,N
51.04223,2.29043,302.27,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,289.54,2.42,N
51.0368,2.28125,340.39,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,291.24,4.32,N
51.0339,2.25703,302.62,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,288.57,0.62,N
51.03246,2.24492,302.44,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,288.02,0.63,N
51.02799,2.27181,313.77,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,289.04,1.62,N
51.01406,2.1683,305.03,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,288.85,0.94,N
50.97194,1.89776,302.99,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,288.2,0.7,N
50.96958,1.89108,302.08,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,288.2,0.7,N
50.47296,3.99255,318.99,0.41,0.37,2025-06-28,0204,N21,nominal,2.0NRT,291.98,2.7,N
50.69796,2.11303,300.38,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,289.11,0.68,N
48.77864,10.69877,299.57,0.5,0.49,2025-06-28,0204,N21,nominal,2.0NRT,286.95,0.98,N
48.5095,10.85338,304.86,0.52,0.5,2025-06-28,0204,N21,nominal,2.0NRT,285.17,1.63,N
48.76113,9.59317,301.46,0.45,0.47,2025-06-28,0204,N21,nominal,2.0NRT,286.24,0.39,N
48.75761,9.59202,302.9,0.45,0.47,2025-06-28,0204,N21,nominal,2.0NRT,285.71,0.93,N
49.3598,6.74607,302.09,0.51,0.41,2025-06-28,0204,N21,nominal,2.0NRT,288.1,1.42,N
49.35836,6.7528,300.36,0.51,0.41,2025-06-28,0204,N21,nominal,2.0NRT,288.03,1.69,N
49.35619,6.74427,311.6,0.51,0.41,2025-06-28,0204,N21,nominal,2.0NRT,289.21,1.42,N
49.50549,5.96169,317.01,0.48,0.4,2025-06-28,0204,N21,nominal,2.0NRT,287.29,1.53,N
49.50199,5.95995,299.7,0.48,0.4,2025-06-28,0204,N21,nominal,2.0NRT,287.86,0.72,N
48.62237,9.74689,327.12,0.46,0.47,2025-06-28,0204,N21,nominal,2.0NRT,285.58,3.71,N
48.36636,9.73649,300.86,0.47,0.48,2025-06-28,0204,N21,nominal,2.0NRT,285.58,0.61,N
48.33456,9.73243,303.79,0.47,0.48,2025-06-28,0204,N21,nominal,2.0NRT,286.31,1.68,N
48.59879,7.82364,309.34,0.39,0.44,2025-06-28,0204,N21,nominal,2.0NRT,288.24,0.92,N
48.22443,8.77767,296.04,0.43,0.46,2025-06-28,0204,N21,nominal,2.0NRT,285.78,0.58,N
48.60935,6.11157,313.73,0.5,0.41,2025-06-28,0204,N21,nominal,2.0NRT,288.73,2.74,N
48.56218,6.11008,299.97,0.5,0.41,2025-06-28,0204,N21,nominal,2.0NRT,287.77,0.92,N
49.47644,0.53636,301.11,0.38,0.36,2025-06-28,0204,N21,nominal,2.0NRT,290.36,0.61,N
48.98335,1.75865,328.08,0.39,0.36,2025-06-28,0204,N21,nominal,2.0NRT,292.07,3.66,N
46.23049,13.07258,302.53,0.38,0.59,2025-06-28,0204,N21,nominal,2.0NRT,288.58,1.32,N
46.22916,13.0771,307.48,0.38,0.59,2025-06-28,0204,N21,nominal,2.0NRT,289.49,1.78,N
46.22665,13.07036,302.51,0.38,0.59,2025-06-28,0204,N21,nominal,2.0NRT,288.49,1.06,N
46.22535,13.0749,307.16,0.38,0.59,2025-06-28,0204,N21,nominal,2.0NRT,289.39,1.06,N
48.38544,2.97995,311.68,0.41,0.37,2025-06-28,0204,N21,nominal,2.0NRT,291.35,1.23,N
47.07014,8.26446,307.06,0.44,0.46,2025-06-28,0204,N21,nominal,2.0NRT,287.21,1.24,N
47.17427,7.56342,325.77,0.41,0.45,2025-06-28,0204,N21,nominal,2.0NRT,289.77,2.59,N
47.08537,6.24423,310.42,0.54,0.42,2025-06-28,0204,N21,nominal,2.0NRT,286.91,1.18,N
45.38354,11.94742,308.41,0.36,0.57,2025-06-28,0204,N21,nominal,2.0NRT,291.99,1.98,N
45.38233,11.95166,303.61,0.36,0.57,2025-06-28,0204,N21,nominal,2.0NRT,291.94,1.43,N
45.38224,11.94646,309.7,0.36,0.57,2025-06-28,0204,N21,nominal,2.0NRT,292.2,1.23,N
45.38105,11.95072,306.6,0.36,0.57,2025-06-28,0204,N21,nominal,2.0NRT,292.18,1.23,N
46.925,5.44245,313.11,0.51,0.41,2025-06-28,0204,N21,nominal,2.0NRT,288.52,1.07,N
45.50853,10.24719,299.93,0.59,0.53,2025-06-28,0204,N21,nominal,2.0NRT,286.3,0.87,N
45.45998,10.45327,301.7,0.61,0.53,2025-06-28,0204,N21,nominal,2.0NRT,285.33,1.69,N
45.50829,10.24889,298.16,0.59,0.53,2025-06-28,0204,N21,nominal,2.0NRT,286.24,1.08,N
41.40626,1.99941,311.66,0.48,0.4,2025-06-28,0206,N21,nominal,2.0NRT,295.64,1.76,N
45.68505,9.46342,305.46,0.54,0.51,2025-06-28,0204,N21,nominal,2.0NRT,293.38,1.04,N
45.63912,9.60448,305.55,0.55,0.51,2025-06-28,0204,N21,nominal,2.0NRT,294.29,1.78,N
41.31265,1.66182,320.36,0.46,0.39,2025-06-28,0206,N21,nominal,2.0NRT,295.83,2.82,N
45.47748,10.20795,302.53,0.59,0.53,2025-06-28,0204,N21,nominal,2.0NRT,289.37,1.03,N
41.47594,-1.48573,310.77,0.39,0.36,2025-06-28,0206,N21,nominal,2.0NRT,292.1,1.54,N
43.18458,17.5412,320.99,0.76,0.77,2025-06-28,0204,N21,nominal,2.0NRT,291.84,3.95,N
43.1817,17.54937,302.78,0.76,0.77,2025-06-28,0204,N21,nominal,2.0NRT,291.26,3.95,N
37.45377,13.51395,314.46,0.74,0.76,2025-06-28,0206,N21,nominal,2.0NRT,291.92,2.55,N
43.18451,17.54285,327.97,0.76,0.77,2025-06-28,0204,N21,nominal,2.0NRT,291.77,6.59,N
45.1423,9.9438,324.31,0.59,0.53,2025-06-28,0204,N21,nominal,2.0NRT,292.26,3.25,N
37.45338,13.51351,313.39,0.74,0.76,2025-06-28,0206,N21,nominal,2.0NRT,291.75,2.39,N
45.14416,9.93677,302.19,0.59,0.53,2025-06-28,0204,N21,nominal,2.0NRT,291.95,3.25,N
40.57531,0.53873,306.85,0.44,0.38,2025-06-28,0206,N21,nominal,2.0NRT,294.72,1.26,N
45.14222,9.94351,330.13,0.59,0.53,2025-06-28,0204,N21,nominal,2.0NRT,292.31,4.06,N
45.24545,6.41345,302.37,0.4,0.45,2025-06-28,0204,N21,nominal,2.0NRT,290,1.56,N
40.2444,-3.47493,332.84,0.39,0.36,2025-06-28,0206,N21,nominal,2.0NRT,299.8,4.54,N
46.11692,1.02484,338.22,0.4,0.37,2025-06-28,0204,N21,nominal,2.0NRT,288.88,6.51,N
39.93727,-3.7467,306.67,0.39,0.36,2025-06-28,0206,N21,nominal,2.0NRT,294.06,1.97,N
43.79752,10.76962,316.38,0.35,0.57,2025-06-28,0204,N21,nominal,2.0NRT,290.23,1.56,N
44.88882,2.68602,315.27,0.45,0.39,2025-06-28,0204,N21,nominal,2.0NRT,287.74,1.47,N
39.40698,-2.20986,304.18,0.39,0.36,2025-06-28,0206,N21,nominal,2.0NRT,293.33,0.7,N
41.17132,15.63224,310.55,0.72,0.75,2025-06-28,0204,N21,nominal,2.0NRT,290.41,2.4,N
36.79028,7.70148,306.3,0.38,0.59,2025-06-28,0206,N21,nominal,2.0NRT,294.71,1.32,N
41.52947,12.68807,302.22,0.5,0.66,2025-06-28,0204,N21,nominal,2.0NRT,291.22,0.96,N
36.78676,7.69882,305.47,0.38,0.59,2025-06-28,0206,N21,nominal,2.0NRT,293.94,1.43,N
43.4417,4.87962,334.08,0.57,0.43,2025-06-28,0204,N21,nominal,2.0NRT,297.81,31.17,N
36.88173,6.96285,305.41,0.35,0.56,2025-06-28,0206,N21,nominal,2.0NRT,293.71,1.13,N
43.43639,4.8848,328.83,0.57,0.43,2025-06-28,0204,N21,nominal,2.0NRT,296.88,8.03,N
43.4334,4.89838,307.26,0.57,0.43,2025-06-28,0204,N21,nominal,2.0NRT,296.47,2.44,N
36.87032,6.98596,332.4,0.35,0.56,2025-06-28,0206,N21,nominal,2.0NRT,293.53,4.18,N
43.41205,4.90501,309.66,0.57,0.43,2025-06-28,0204,N21,nominal,2.0NRT,294.31,1.57,N
36.87122,6.98249,314.76,0.35,0.56,2025-06-28,0206,N21,nominal,2.0NRT,293.62,3.31,N
43.22504,-2.87706,327.58,0.39,0.36,2025-06-28,0206,N21,nominal,2.0NRT,291.98,2.72,N
36.86531,6.9842,322.06,0.35,0.56,2025-06-28,0206,N21,nominal,2.0NRT,293.33,1.65,N
40.55914,9.67177,304.15,0.38,0.59,2025-06-28,0206,N21,nominal,2.0NRT,293.47,1.22,N
43.03346,-2.22206,302.08,0.38,0.36,2025-06-28,0206,N21,nominal,2.0NRT,290.33,0.86,N
36.86716,6.97704,307.19,0.35,0.56,2025-06-28,0206,N21,nominal,2.0NRT,296.84,1.38,N
42.81435,-1.7411,306.06,0.38,0.36,2025-06-28,0206,N21,nominal,2.0NRT,292.51,1.13,N
36.86621,6.9807,307.96,0.35,0.56,2025-06-28,0206,N21,nominal,2.0NRT,294.02,1.38,N
38.376,-0.54437,309.1,0.43,0.38,2025-06-28,0206,N21,nominal,2.0NRT,296,1.19,N
36.74625,6.25481,338.26,0.32,0.54,2025-06-28,0206,N21,nominal,2.0NRT,295.1,2.29,N
36.74232,6.24948,306.77,0.32,0.54,2025-06-28,0206,N21,nominal,2.0NRT,295.34,2.29,N
36.4301,6.62182,320.6,0.34,0.56,2025-06-28,0206,N21,nominal,2.0NRT,293.4,1.91,N
36.33116,5.48228,302.02,0.59,0.53,2025-06-28,0209,N21,nominal,2.0NRT,288.2,1.82,N
36.33114,5.4827,302.61,0.59,0.53,2025-06-28,0209,N21,nominal,2.0NRT,288.07,0.78,N
38.31283,-5.75413,311.14,0.41,0.37,2025-06-28,0209,N21,nominal,2.0NRT,291.9,1.33,N
38.30947,-5.75487,305.87,0.41,0.37,2025-06-28,0209,N21,nominal,2.0NRT,292.67,1.33,N
36.68177,3.12415,306.77,0.44,0.46,2025-06-28,0209,N21,nominal,2.0NRT,295.35,1.41,N
36.63075,3.23407,309.02,0.44,0.46,2025-06-28,0209,N21,nominal,2.0NRT,295.67,2.07,N
36.63097,3.23263,309.81,0.44,0.46,2025-06-28,0209,N21,nominal,2.0NRT,295.52,1.56,N
38.63081,-9.07683,306.24,0.54,0.42,2025-06-28,0209,N21,nominal,2.0NRT,294.02,2.09,N
